date,heatindex_max,heatindex_min,heatindex_mea,heatwave_has,heatwaveduration_sum,heatwaveintensity_ind,coldwave_has,coldwaveduration_sum,coldwaveintensity_ind,spi_ind,elnino_ind
2023-01-28,31.746532517191092,19.499999999999996,23.209910420966214,0,0,0.0,0,0,0.0,0.0,-0.68
2023-01-29,32.45222025730447,20.0,23.853103976705835,0,0,0.0,0,0,0.0,0.0,-0.68
2023-01-30,29.19064868223112,18.500000000000007,23.126713226565187,0,0,0.0,0,0,0.0,0.0,-0.68
2023-01-31,29.77280285137568,20.699999999999996,23.46633049967862,0,0,0.0,0,0,0.0,0.0,-0.68
2023-02-01,29.44978544177776,19.700000000000003,23.63671669183991,0,0,0.0,0,0,0.0,-0.6230967672218748,-0.43
2023-02-02,31.966845706557873,20.699999999999996,24.989481641378344,0,0,0.0,0,0,0.0,-0.4467690615130886,-0.43
2023-02-03,29.99221893745774,19.899999999999995,23.54044090773871,0,0,0.0,0,0,0.0,-1.079546561364537,-0.43
2023-02-04,29.232366431555555,20.0,23.010497872307408,0,0,0.0,0,0,0.0,-1.401496922638675,-0.43
2023-02-05,30.734557339831138,21.5,24.2609515289389,0,0,0.0,0,0,0.0,-1.3590857297528793,-0.43
2023-02-06,29.232366431555555,19.400000000000002,22.427612010110376,0,0,0.0,0,0,0.0,-1.1796299996664887,-0.43
2023-02-07,25.699999999999996,19.6,21.6875,0,0,0.0,0,0,0.0,-0.6230967672218748,-0.43
2023-02-08,25.4,18.7,21.287499999999998,0,0,0.0,0,0,0.0,-0.6119761939491499,-0.43
